Listing Price (USD),"Length 
(ft)",Year,Draft(m),Displacement(t),Beam(m),Fuel capacity(L),Water tank(L),SA(m2)
0.159578207,45.8,2011,0.14893617,0.589197413,0.767759563,0.580352073,0.342396777,0.470588235
0.212618629,45.8,2018,0.14893617,0.570178775,0.763661202,0.580919932,0.165156093,0.603636364
0.103339192,37.5,2011,0.038297872,0.346899962,0.510928962,0.187393526,0.382678751,0.40144385
0.145518453,42.5,2011,0.136170213,0.479650057,0.678961749,0.387279955,0.382678751,0.566363636
0.145518453,42.5,2011,0.136170213,0.479650057,0.678961749,0.387279955,0.382678751,0.566363636
0.184182777,42.5,2015,0.136170213,0.479650057,0.678961749,0.387279955,0.382678751,0.566363636
0.183479789,42.5,2015,0.136170213,0.479650057,0.678961749,0.387279955,0.382678751,0.566363636
0.226362039,45,2019,0.234042553,0.566375048,0.695355191,0.387279955,0.382678751,0.497326203
0.103339192,37.5,2011,0.038297872,0.346899962,0.510928962,0.187393526,0.382678751,0.40144385
0.059929701,39,2006,0.09787234,0.289844047,0.525956284,0.188529245,0.382678751,0.422459893
0.184182777,42.5,2015,0.136170213,0.479650057,0.678961749,0.387279955,0.382678751,0.566363636
0.183479789,42.5,2015,0.136170213,0.479650057,0.678961749,0.387279955,0.382678751,0.566363636
0.226362039,45,2019,0.234042553,0.566375048,0.695355191,0.387279955,0.382678751,0.497326203
0.142003515,46,2008,0.170212766,0.417268924,0.722677596,0.394094265,0.382678751,0.7
0.119507909,46,2008,0.170212766,0.417268924,0.722677596,0.394094265,0.382678751,0.7
0.152899824,46,2011,0.170212766,0.417268924,0.722677596,0.394094265,0.382678751,0.7
0.054478032,40,2006,0.106382979,0.292506657,0.632513661,0.330494037,0.29204431,0.35828877
0.193321617,41,2018,0.089361702,0.311525295,0.617486339,0.262350937,0.342396777,0.412834225
0.193321617,41,2018,0.089361702,0.311525295,0.617486339,0.262350937,0.342396777,0.412834225
0.100158172,38,2010,0.489361702,0.265880563,0.576502732,0.194207836,0.342396777,0.31
0.112478032,50,2008,0.106382979,0.391403576,0.81284153,0.27370812,0.392749245,0.577540107
0.193321617,50,2010,0.106382979,0.391403576,0.81284153,0.27370812,0.392749245,0.577540107
0.01711529,39,2008,0.382978723,0.314682389,0.229508197,0.107893242,0.171198389,0.351229947
0.040246046,43,2008,0.29787234,0.337200456,0.25,0.103918228,0.171198389,0.373101604
0.03831283,43,2008,0.29787234,0.337200456,0.25,0.103918228,0.171198389,0.373101604
0.042179262,40,2009,0.404255319,0.313807531,0.222677596,0.103918228,0.171198389,0.247433155
0.023163445,43,2009,0.374468085,0.337809053,0.265027322,0.103350369,0.171198389,0.380802139
0.054130053,47,2008,0.468085106,0.401483454,0.269125683,0.103918228,0.256797583,0.345294118
0.067838313,49,2008,0.459574468,0.465462153,0.18852459,0.216922203,0.337361531,0.405882353
0.093128295,48,2008,0.263829787,0.56899962,0.236338798,0.585462805,0.418932528,0.412834225
0.084358524,47,2008,0.612765957,0.465462153,0.271857923,0.170357751,0.397784491,0.410855615
0.063268893,50,2007,0.310638298,0.565614302,0.303278689,0.312322544,0.371097684,0.543529412
0.068273814,50,2009,0.310638298,0.637048307,0.303278689,0.337876207,0.359516616,0.412352941
0.031634446,40,2008,0.438297872,0.334347661,0.240437158,0.099375355,0.256797583,0.296096257
0.036906854,40,2009,0.438297872,0.334347661,0.240437158,0.099375355,0.256797583,0.296096257
0.110720562,46,2007,0.404255319,0.551160137,0.281420765,0.290743896,0.428499496,0.530588235
0.030857645,39,2008,0.446808511,0.278432864,0.218579235,0.063032368,0.16918429,0.24197861
0.029873462,39,2008,0.446808511,0.278432864,0.218579235,0.063032368,0.16918429,0.24197861
0.0456942,42,2007,0.50212766,0.33910232,0.25273224,0.063032368,0.16918429,0.290641711
0.043485764,42,2007,0.50212766,0.319513123,0.25273224,0.063032368,0.16918429,0.287647059
0.043585237,49,2007,0.510638298,0.482731076,0.370218579,0.124929018,0.342396777,0.394491979
0.057996485,40,2013,0.468085106,0.321034614,0.262295082,0.103350369,0.27693857,0.357219251
0.089595782,44,2014,0.493617021,0.405058958,0.254098361,0.131743328,0.331319235,0.334385027
0.088927944,44,2014,0.493617021,0.405058958,0.254098361,0.131743328,0.331319235,0.334385027
0.064674868,40,2014,0.489361702,0.410422214,0.258196721,0.080636002,0.166163142,0.43315508
0.050931459,45,2012,0.310638298,0.516926588,0.271857923,0.143100511,0.228096677,0.422459893
0.072056239,50,2010,0.570212766,0.707112971,0.337431694,0.312322544,0.418932528,0.631016043
0.082601054,50,2010,0.570212766,0.74134652,0.337431694,0.312322544,0.418932528,0.673796791
0.064674868,40,2013,0.489361702,0.300114112,0.233606557,0.103350369,0.256797583,0.288770053
0.054130053,45,2012,0.468085106,0.376188665,0.285519126,0.126064736,0.309667674,0.44171123
0.089279438,53,2010,0.565957447,0.634842145,0.340163934,0.126064736,0.458207452,0.49197861
0.112407733,53,2014,0.565957447,0.634842145,0.340163934,0.126064736,0.458207452,0.49197861
0.032864675,38,2013,0.553191489,0.246861925,0.195355191,0.069278819,0.151057402,0.302192513
0.159578207,55,2015,0.536170213,0.710916698,0.359289617,0.202725724,0.336858006,0.622032086
0.11599297,44,2018,0.404255319,0.414225941,0.259562842,0.131743328,0.161127895,0.439893048
0.089279438,47,2015,0.54893617,0.410764549,0.301912568,0.124929018,0.298590131,0.405882353
0.07202109,40,2015,0.480851064,0.333206542,0.233606557,0.103918228,0.155589124,0.30802139
0.042179262,38,2016,0.438297872,0.262837581,0.202185792,0.063032368,0.091137966,0.28368984
0.038664323,38,2016,0.438297872,0.262837581,0.202185792,0.063032368,0.091137966,0.28368984
0.133567663,42,2019,0.531914894,0.325256752,0.274590164,0.103918228,0.155589124,0.327379679
0.054130053,45,2017,0.527659574,0.366298973,0.265027322,0.103918228,0.155589124,0.395454545
0.107205624,50,2015,0.565957447,0.528337771,0.329234973,0.126064736,0.301107754,0.518181818
0.065026362,41,2015,0.553191489,0.282997337,0.213114754,0.103918228,0.08509567,0.502780749
0.154657293,43,2017,0.663829787,0.375313808,0.209016393,0.118682567,0.218529708,0.402941176
0.082249561,53,2007,0.595744681,0.532141499,0.355191257,0.415672913,0.216515609,0.715882353
0.009806678,39,2005,0.404255319,0.269494104,0.228142077,0.114707553,0.155589124,0.22657754
0.036871705,51,2007,0.446808511,0.481932294,0.357923497,0.217490062,0.483383686,0.439197861
0.033005272,43,2007,0.319148936,0.336059338,0.226775956,0.103350369,0.26183283,0.336363636
0.078734622,49,2007,0.340425532,0.491631799,0.303278689,0.12322544,0.275931521,0.417807487
0.075219684,41,2005,0.255319149,0.372308863,0.215846995,0.445769449,0.331319235,0.276256684
0.103673111,48,2007,0.263829787,0.56899962,0.236338798,0.585462805,0.418932528,0.412834225
0.035149385,40,2006,0.493617021,0.33952073,0.25,0.064735945,0.19939577,0.310534759
0.06115993,46,2006,0.242553191,0.440053252,0.271857923,0.204997161,0.325276939,0.372139037
0.026010545,38,2005,0.438297872,0.316089768,0.226775956,0.064735945,0.132930514,0.40144385
0.022495606,37,2006,0.242553191,0.275656143,0.211748634,0.05451448,0.132930514,0.276737968
0.043901582,38,2005,0.14893617,0.361924686,0.233606557,0.151050539,0.295065458,0.313475936
0.089613357,44,2005,0.242553191,0.517230886,0.281420765,0.333901193,0.466263847,0.368128342
0.107205624,45,2006,0.242553191,0.551730696,0.285519126,0.333901193,0.485397784,0.470962567
0.043585237,45,2006,0.468085106,0.376188665,0.285519126,0.126064736,0.216515609,0.447058824
0.081956063,49,2006,0.510638298,0.482731076,0.370218579,0.124929018,0.342396777,0.394491979
0.0456942,49,2006,0.510638298,0.482731076,0.370218579,0.124929018,0.342396777,0.394491979
0.014376098,39,2007,0.382978723,0.314682389,0.229508197,0.107893242,0.171198389,0.351229947
0.029841828,46,2007,0.489361702,0.478889312,0.282786885,0.109028961,0.171198389,0.473262032
0.061035149,39,2008,0.404255319,0.334347661,0.221311475,0.103350369,0.29204431,0.299465241
0.154515993,41,2019,0.072340426,0.338151388,0.606557377,0.216922203,0.392749245,0.472727273
0.154238313,41,2019,0.072340426,0.338151388,0.606557377,0.216922203,0.392749245,0.472727273
0.163686819,44.6,2015,0.114893617,0.440852035,0.702185792,0.444065872,0.392749245,0.71657754
0.231381019,50,2007,0.106382979,0.608216052,0.770491803,0.444065872,0.392749245,0.743315508
0.233512127,50,2008,0.106382979,0.608216052,0.770491803,0.444065872,0.392749245,0.743315508
0.167205272,43.6,2012,0.085106383,0.399011031,0.699453552,0.387279955,0.342396777,0.529411765
0.163686819,43.6,2015,0.085106383,0.410422214,0.699453552,0.256104486,0.367573011,0.283208556
0.204066432,43.6,2016,0.085106383,0.410422214,0.699453552,0.256104486,0.367573011,0.283208556
0.052570123,39,2008,0.063829787,0.281095474,0.606557377,0.143100511,0.256797583,0.28342246
0.052513533,39,2008,0.063829787,0.281095474,0.606557377,0.143100511,0.256797583,0.28342246
0.056416872,39,2010,0.063829787,0.281095474,0.606557377,0.143100511,0.256797583,0.28342246
0.05633884,39,2010,0.063829787,0.281095474,0.606557377,0.143100511,0.256797583,0.28342246
0.061118453,39,2010,0.106382979,0.338151388,0.607923497,0.160136286,0.256797583,0.379679144
0.099586292,39,2013,0.106382979,0.338151388,0.607923497,0.160136286,0.256797583,0.379679144
0.159099121,39,2017,0.106382979,0.338151388,0.591530055,0.159568427,0.256797583,0.219090909
0.144292091,39,2019,0.106382979,0.338151388,0.591530055,0.159568427,0.256797583,0.219090909
0.103211248,43,2008,0.106382979,0.418029669,0.678961749,0.387279955,0.342396777,0.604278075
0.280687522,49,2015,0.127659574,0.588056295,0.780054645,0.522998296,0.342396777,0.550481283
0.110037258,47,2012,0.063829787,0.494104222,0.740437158,0.387279955,0.342396777,0.647058824
0.150696661,47,2013,0.063829787,0.494104222,0.740437158,0.387279955,0.342396777,0.647058824
0.150566608,47,2013,0.063829787,0.494104222,0.740437158,0.387279955,0.342396777,0.647058824
0.150566608,47,2013,0.063829787,0.494104222,0.740437158,0.387279955,0.342396777,0.647058824
0.101596485,38.4,2014,0.136170213,0.443514644,0.616120219,0.217490062,0.291037261,0.314973262
0.099257996,38.4,2015,0.136170213,0.443514644,0.616120219,0.217490062,0.291037261,0.314973262
0.09103058,38.4,2015,0.136170213,0.443514644,0.616120219,0.217490062,0.291037261,0.314973262
0.090839016,38.4,2015,0.136170213,0.443514644,0.616120219,0.217490062,0.291037261,0.314973262
0.082383128,38.4,2015,0.136170213,0.443514644,0.616120219,0.217490062,0.291037261,0.314973262
0.082306503,38.4,2015,0.136170213,0.443514644,0.616120219,0.217490062,0.291037261,0.314973262
0.142887522,38.5,2018,0.170212766,0.413845569,0.612021858,0.216922203,0.140986908,0.320855615
0.146163796,38.5,2019,0.170212766,0.413845569,0.612021858,0.216922203,0.140986908,0.320855615
0.144454482,38.5,2019,0.170212766,0.413845569,0.612021858,0.216922203,0.140986908,0.320855615
0.171898067,42.5,2017,0.170212766,0.285279574,0.632513661,0.161839864,0.295065458,0.465026738
0.146163796,42.5,2018,0.170212766,0.285279574,0.632513661,0.161839864,0.295065458,0.465026738
0.146,42.5,2018,0.170212766,0.285279574,0.632513661,0.161839864,0.295065458,0.465026738
0.233436907,42.5,2019,0.170212766,0.285279574,0.632513661,0.161839864,0.295065458,0.465026738
0.278783831,52,2015,0.255319149,0.990110308,0.882513661,0.553094832,0.472306143,0.743208556
0.308671002,52,2016,0.255319149,0.990110308,0.882513661,0.553094832,0.472306143,0.743208556
0.280687522,52,2016,0.255319149,0.990110308,0.882513661,0.553094832,0.472306143,0.743208556
0.27943761,52,2016,0.255319149,0.990110308,0.882513661,0.553094832,0.472306143,0.743208556
0.097238664,39,2014,0.110638298,0.388360593,0.678961749,0.217490062,0.140483384,0.357700535
0.095105448,39,2014,0.110638298,0.388360593,0.678961749,0.217490062,0.140483384,0.357700535
0.095105448,39,2014,0.110638298,0.388360593,0.678961749,0.217490062,0.140483384,0.357700535
0.095105448,39,2014,0.110638298,0.388360593,0.678961749,0.217490062,0.140483384,0.357700535
0.144167311,39,2016,0.110638298,0.388360593,0.678961749,0.217490062,0.140483384,0.357700535
0.144009139,39,2016,0.110638298,0.388360593,0.678961749,0.217490062,0.140483384,0.357700535
0.103304042,41,2008,0.136170213,0.276531,0.711748634,0.159568427,0.165156093,0.311016043
0.103211248,41,2008,0.136170213,0.276531,0.711748634,0.159568427,0.165156093,0.311016043
0.10299754,41,2008,0.136170213,0.276531,0.711748634,0.159568427,0.165156093,0.311016043
0.10286116,41,2008,0.136170213,0.276531,0.711748634,0.159568427,0.165156093,0.311016043
0.116573638,44.6,2008,0.14893617,0.461772537,0.740437158,0.359454855,0.443605237,0.336363636
0.116436555,44.6,2008,0.14893617,0.461772537,0.740437158,0.359454855,0.443605237,0.336363636
0.152699824,45.8,2010,0.14893617,0.461772537,0.740437158,0.359454855,0.443605237,0.336363636
0.171712478,45.8,2011,0.14893617,0.570178775,0.763661202,0.580919932,0.165156093,0.603636364
0.163699473,45.8,2011,0.14893617,0.570178775,0.763661202,0.580919932,0.165156093,0.603636364
0.163550791,45.8,2011,0.14893617,0.570178775,0.763661202,0.580919932,0.165156093,0.603636364
0.163505097,45.8,2011,0.14893617,0.570178775,0.763661202,0.580919932,0.165156093,0.603636364
0.15040246,45.8,2012,0.14893617,0.570178775,0.763661202,0.580919932,0.165156093,0.603636364
0.128921617,45.8,2012,0.14893617,0.570178775,0.763661202,0.580919932,0.165156093,0.603636364
0.128808787,45.8,2012,0.14893617,0.570178775,0.763661202,0.580919932,0.165156093,0.603636364
0.125079086,45.8,2013,0.14893617,0.570178775,0.763661202,0.580919932,0.165156093,0.603636364
0.124969069,45.8,2013,0.14893617,0.570178775,0.763661202,0.580919932,0.165156093,0.603636364
0.166493849,45.8,2014,0.14893617,0.570178775,0.763661202,0.580919932,0.165156093,0.603636364
0.16617188,45.8,2014,0.14893617,0.570178775,0.763661202,0.580919932,0.165156093,0.603636364
0.193022847,45.8,2019,0.14893617,0.570178775,0.763661202,0.580919932,0.165156093,0.603636364
0.095176801,39,2014,0.14893617,0.475085584,0.678961749,0.216922203,0.140986908,0.327807487
0.095176801,39,2014,0.14893617,0.475085584,0.678961749,0.216922203,0.140986908,0.327807487
0.14660246,45.8,2013,0.14893617,0.589197413,0.767759563,0.580352073,0.342396777,0.470588235
0.193363796,45.8,2019,0.191489362,0.610498288,0.763661202,0.580352073,0.342396777,0.649197861
0.16564007,45.8,2015,0.14893617,0.589197413,0.763661202,0.580352073,0.342396777,0.649197861
0.16549877,45.8,2015,0.14893617,0.589197413,0.763661202,0.580352073,0.342396777,0.649197861
0.161346221,45.8,2015,0.14893617,0.589197413,0.763661202,0.580352073,0.342396777,0.649197861
0.161057293,45.8,2015,0.14893617,0.589197413,0.763661202,0.580352073,0.342396777,0.649197861
0.188760633,45.8,2017,0.14893617,0.589197413,0.763661202,0.580352073,0.342396777,0.649197861
0.326095255,52,2014,0.255319149,0.990110308,0.882513661,0.553094832,0.472306143,0.743208556
0.27908225,52,2015,0.255319149,0.990110308,0.882513661,0.553094832,0.472306143,0.743208556
0.308999649,52,2016,0.255319149,0.990110308,0.882513661,0.553094832,0.472306143,0.743208556
0.165823902,45.8,2015,0.14893617,0.570178775,0.763661202,0.580919932,0.165156093,0.603636364
0.080173638,39,2008,0.09787234,0.289844047,0.525956284,0.188529245,0.382678751,0.422459893
0.13990123,39.5,2018,0.10212766,0.281095474,0.573770492,0.144804089,0.29305136,0.374117647
0.120702988,39.5,2015,0.170212766,0.322936478,0.632513661,0.233957978,0.206445116,0.395454545
0.107983831,39.5,2015,0.170212766,0.322936478,0.632513661,0.233957978,0.206445116,0.395454545
0.107904042,39.5,2015,0.170212766,0.322936478,0.632513661,0.233957978,0.206445116,0.395454545
0.152699824,39.5,2017,0.170212766,0.322936478,0.632513661,0.233957978,0.206445116,0.395454545
0.142157469,39.5,2018,0.170212766,0.322936478,0.632513661,0.233957978,0.206445116,0.395454545
0.142034095,39.5,2018,0.170212766,0.322936478,0.632513661,0.233957978,0.206445116,0.395454545
0.176521968,45,2018,0.212765957,0.410422214,0.718579235,0.330494037,0.29204431,0.518716578
0.252530404,49,2010,0.595744681,0.379231647,0.706284153,0.230550823,0.203423968,0.617647059
0.269829174,49,2011,0.604255319,0.379231647,0.706284153,0.230550823,0.203423968,0.617647059
0.269595431,49,2011,0.608510638,0.379231647,0.706284153,0.230550823,0.203423968,0.617647059
0.195535677,55,2009,0.612765957,0.810384176,0.337431694,0.471323112,0.367573011,0.732299465
0.085798946,44,2008,0.872340426,0.399011031,0.269125683,0.30153322,0.266364552,0.41684492
0.029013357,39,2008,0.65106383,0.252567516,0.200819672,0.032935832,0.039274924,0.329893048
0.029007381,39,2008,0.65106383,0.252567516,0.200819672,0.032935832,0.039274924,0.329893048
0.030733216,39,2009,0.65106383,0.252567516,0.200819672,0.032935832,0.039274924,0.329893048
0.034990861,40,2009,0.638297872,0.286268543,0.219945355,0.067007382,0.089123867,0.330374332
0.050361336,46,2008,0.612765957,0.402814758,0.260928962,0.103918228,0.256797583,0.406898396
0.089218629,49,2008,0.612765957,0.523773298,0.292349727,0.124929018,0.262336354,0.501764706
0.027732513,40,2008,0.404255319,0.313807531,0.222677596,0.103918228,0.171198389,0.247433155
0.043758524,47,2008,0.468085106,0.401483454,0.269125683,0.103918228,0.256797583,0.345294118
0.043102988,47,2009,0.468085106,0.401483454,0.269125683,0.103918228,0.256797583,0.345294118
0.082383128,54,2009,0.578723404,0.544389502,0.357923497,0.258375923,0.477844914,0.569358289
0.068080141,47,2008,0.693617021,0.425637124,0.282786885,0.109028961,0.216515609,0.593208556
0.030733216,40,2009,0.459574468,0.341574743,0.232240437,0.103350369,0.181268882,0.347058824
0.018347979,45,2008,0.45106383,0.396196272,0.275956284,0.290743896,0.115810675,0.330855615
0.046945518,45,2010,0.425531915,0.413084823,0.275956284,0.131743328,0.256797583,0.51368984
0.064881195,50,2008,0.446808511,0.520730316,0.357923497,0.131743328,0.39224572,0.438181818
0.064878032,50,2008,0.446808511,0.520730316,0.357923497,0.131743328,0.39224572,0.438181818
0.084518102,50,2010,0.446808511,0.520730316,0.357923497,0.131743328,0.39224572,0.438181818
0.068720562,44,2010,0.553191489,0.429516927,0.284153005,0.105621806,0.210976838,0.41486631
0.068293497,43,2008,0.659574468,0.338151388,0.228142077,0.120954003,0.1918429,0.46802139
0.063170123,43,2008,0.659574468,0.338151388,0.228142077,0.120954003,0.1918429,0.46802139
0.093057293,47,2010,0.680851064,0.399011031,0.277322404,0.131743328,0.216515609,0.603636364
0.144270299,53,2008,0.744680851,0.608216052,0.323770492,0.217490062,0.291037261,0.84459893
0.033282953,38,2009,0.617021277,0.290604793,0.214480874,0.069278819,0.171198389,0.358181818
0.035430931,40,2010,0.438297872,0.322936478,0.240437158,0.069278819,0.140483384,0.354224599
0.035417926,40,2010,0.438297872,0.322936478,0.240437158,0.069278819,0.140483384,0.354224599
0.047815817,47,2007,0.595744681,0.463674401,0.297814208,0.131743328,0.180765358,0.49828877
0.047799649,47,2007,0.595744681,0.463674401,0.297814208,0.131743328,0.180765358,0.49828877
0.063170123,47,2008,0.595744681,0.463674401,0.297814208,0.131743328,0.180765358,0.49828877
0.050378207,47,2008,0.595744681,0.463674401,0.297814208,0.131743328,0.180765358,0.49828877
0.03114833,40,2007,0.531914894,0.256713579,0.18442623,0.064735945,0.06998993,0.338823529
0.035417926,39,2007,0.45106383,0.298630658,0.219945355,0.063032368,0.16918429,0.320962567
0.023889982,39,2007,0.45106383,0.298630658,0.219945355,0.063032368,0.16918429,0.320962567
0.018134622,39,2008,0.446808511,0.278432864,0.218579235,0.063032368,0.16918429,0.24197861
0.055698418,45,2009,0.468085106,0.376188665,0.285519126,0.126064736,0.309667674,0.44171123
0.078117399,55,2007,0.438297872,0.646253328,0.351092896,0.400340716,0.458710977,0.512192513
0.176313884,46,2007,0.659574468,0.539634842,0.289617486,0.202725724,0.232124874,0.394973262
0.041824605,47,2007,0.510638298,0.404716622,0.269125683,0.103350369,0.244209466,0.406417112
0.118674517,53,2008,0.680851064,0.299353366,0.229508197,0.086314594,0.150050352,0.504759358
0.058834095,40,2008,0.510638298,0.482731076,0.370218579,0.124929018,0.342396777,0.394491979
0.049080492,40,2007,0.510638298,0.404716622,0.269125683,0.103350369,0.244209466,0.406417112
0.034990861,40,2011,0.459574468,0.32974515,0.226775956,0.109028961,0.095669688,0.347272727
0.030080844,40,2014,0.468085106,0.329783188,0.229508197,0.107893242,0.094662638,0.347272727
0.035430931,40,2012,0.468085106,0.321034614,0.262295082,0.103350369,0.27693857,0.357219251
0.052486819,45,2012,0.514893617,0.362761506,0.303278689,0.097103918,0.277945619,0.443636364
0.086652724,45,2013,0.514893617,0.362761506,0.303278689,0.097103918,0.277945619,0.443636364
0.054630931,48,2014,0.514893617,0.505363256,0.337431694,0.217490062,0.336858006,0.467486631
0.056341652,49,2011,0.319148936,0.473297832,0.303278689,0.12322544,0.273917422,0.496791444
0.097326889,46,2012,0.468085106,0.44845949,0.293715847,0.217490062,0.336858006,0.439679144
0.133191213,49,2012,0.531914894,0.581399772,0.352459016,0.225440091,0.27693857,0.588235294
0.099034446,49,2012,0.531914894,0.581399772,0.352459016,0.225440091,0.27693857,0.588235294
0.099018981,49,2012,0.531914894,0.581399772,0.352459016,0.225440091,0.27693857,0.588235294
0.118674517,49,2014,0.531914894,0.581399772,0.352459016,0.225440091,0.27693857,0.588235294
0.108000703,56,2012,0.595744681,0.70559148,0.367486339,0.460533788,0.477844914,0.724331551
0.195527241,45,2014,0.361702128,0.589197413,0.333333333,0.415672913,0.367573011,0.422459893
0.052069244,40,2012,0.510638298,0.311335108,0.225409836,0.052243044,0.138469285,0.400909091
0.052513533,39,2011,0.523404255,0.313427159,0.226775956,0.107893242,0.165156093,0.259839572
0.040533568,40,2013,0.489361702,0.339672879,0.262295082,0.103918228,0.180765358,0.336363636
0.039260457,40,2014,0.489361702,0.339672879,0.262295082,0.103918228,0.180765358,0.336363636
0.043972232,45,2011,0.45106383,0.396196272,0.275956284,0.290743896,0.115810675,0.330855615
0.03114833,40,2011,0.459574468,0.341574743,0.232240437,0.103350369,0.181268882,0.347058824
0.067460808,44,2011,0.531914894,0.384785089,0.281420765,0.131743328,0.27693857,0.435828877
0.048226362,45,2011,0.574468085,0.410422214,0.275956284,0.131743328,0.256797583,0.483957219
0.075551845,40,2012,0.531914894,0.284899201,0.200819672,0.103350369,0.191339376,0.304812834
0.141730404,49,2012,0.744680851,0.62723469,0.338797814,0.17149347,0.29204431,0.593582888
0.140876626,49,2012,0.744680851,0.62723469,0.338797814,0.17149347,0.29204431,0.593582888
0.058900527,44,2012,0.553191489,0.463674401,0.286885246,0.120386144,0.216515609,0.502673797
0.110118453,50,2014,0.765957447,0.665271967,0.378415301,0.23963657,0.342396777,0.663101604
0.108000703,50,2014,0.765957447,0.665271967,0.378415301,0.23963657,0.342396777,0.663101604
0.061035149,53,2010,0.565957447,0.567706352,0.340163934,0.124929018,0.468277946,0.614545455
0.078113533,53,2011,0.565957447,0.567706352,0.340163934,0.124929018,0.468277946,0.614545455
0.056253427,43,2014,0.531914894,0.375427919,0.267759563,0.103918228,0.155589124,0.364652406
0.047815817,45,2010,0.468085106,0.376188665,0.285519126,0.126064736,0.309667674,0.44171123
0.048226362,46,2014,0.54893617,0.410764549,0.301912568,0.124929018,0.298590131,0.405882353
0.073843937,49,2010,0.510638298,0.509319133,0.301912568,0.126064736,0.301107754,0.44973262
0.090926538,49,2013,0.510638298,0.509319133,0.301912568,0.126064736,0.301107754,0.44973262
0.101596485,50,2013,0.565957447,0.528337771,0.329234973,0.126064736,0.301107754,0.518181818
0.071709315,50,2014,0.565957447,0.528337771,0.329234973,0.126064736,0.301107754,0.518181818
0.101596485,41,2014,0.553191489,0.303917839,0.282786885,0.160136286,0.29204431,0.334224599
0.101580316,39,2013,0.553191489,0.303917839,0.282786885,0.160136286,0.29204431,0.339572193
0.084504394,39,2013,0.553191489,0.303917839,0.282786885,0.160136286,0.29204431,0.344919786
0.105966257,39,2012,0.14893617,0.341955116,0.209016393,0.126064736,0.191339376,0.328877005
0.180916696,42,2014,0.446808511,0.539748954,0.259562842,0.216922203,0.392749245,0.486631016
0.069147627,39,2013,0.446808511,0.31913275,0.200819672,0.091993186,0.191339376,0.286096257
0.082386995,38,2012,0.553191489,0.277291746,0.180327869,0.103350369,0.140986908,0.320855615
0.072990158,38,2013,0.553191489,0.277291746,0.180327869,0.103350369,0.140986908,0.320855615
0.236098418,50,2012,0.872340426,0.581589958,0.330601093,0.330494037,0.29204431,0.593582888
0.236088225,50,2012,0.872340426,0.581589958,0.330601093,0.330494037,0.29204431,0.593582888
0.084518102,54,2015,0.642553191,0.706960822,0.338797814,0.148779103,0.336858006,0.684117647
0.041822144,38,2019,0.480851064,0.260174971,0.233606557,0.063600227,0.055387714,0.260427807
0.07597891,40,2018,0.787234043,0.710916698,0.359289617,0.202725724,0.336858006,0.622032086
0.103731107,48,2015,0.787234043,0.710916698,0.359289617,0.202725724,0.336858006,0.622032086
0.163505097,51,2019,0.574468085,0.529478889,0.344262295,0.103918228,0.210976838,0.475935829
0.111848506,51,2019,0.574468085,0.529478889,0.344262295,0.103918228,0.210976838,0.475935829
0.186988049,55,2015,0.536170213,0.710916698,0.359289617,0.202725724,0.336858006,0.622032086
0.186988049,55,2015,0.536170213,0.710916698,0.359289617,0.202725724,0.336858006,0.622032086
0.17588717,55,2015,0.536170213,0.710916698,0.359289617,0.202725724,0.336858006,0.622032086
0.208336028,55,2018,0.574468085,0.529478889,0.344262295,0.103918228,0.210976838,0.475935829
0.251031634,55,2019,0.574468085,0.529478889,0.344262295,0.103918228,0.210976838,0.475935829
0.231818629,55,2019,0.574468085,0.529478889,0.344262295,0.103918228,0.210976838,0.475935829
0.075966257,40,2018,0.489361702,0.339672879,0.262295082,0.103918228,0.180765358,0.288663102
0.159235852,50,2018,0.574468085,0.579497908,0.344262295,0.245315162,0.351963746,0.447647059
0.154539192,50,2019,0.574468085,0.579497908,0.344262295,0.245315162,0.351963746,0.447647059
0.050589104,40,2015,0.489361702,0.339672879,0.262295082,0.103918228,0.180765358,0.336363636
0.043530053,40,2016,0.489361702,0.339672879,0.262295082,0.103918228,0.180765358,0.288663102
0.043530053,44,2015,0.531914894,0.390452644,0.282786885,0.131743328,0.275931521,0.411336898
0.082383128,46,2016,0.531914894,0.390452644,0.282786885,0.131743328,0.275931521,0.411336898
0.154112127,50,2018,0.574468085,0.579497908,0.344262295,0.27370812,0.351963746,0.447647059
0.129328998,50,2016,0.608510638,0.547356409,0.337431694,0.148779103,0.30715005,0.545454545
0.127213708,51,2017,0.374468085,0.532065424,0.355191257,0.204997161,0.468277946,0.574812834
0.048222144,38,2016,0.438297872,0.262837581,0.202185792,0.063032368,0.091137966,0.28368984
0.051642179,38,2017,0.438297872,0.262837581,0.202185792,0.063032368,0.091137966,0.28368984
0.05633884,41,2016,0.489361702,0.298592621,0.233606557,0.103918228,0.155589124,0.315454545
0.060181371,41,2018,0.489361702,0.298592621,0.233606557,0.103918228,0.155589124,0.315454545
0.060597891,43,2015,0.531914894,0.375427919,0.267759563,0.103918228,0.155589124,0.364652406
0.099018981,42,2019,0.531914894,0.325256752,0.274590164,0.103918228,0.155589124,0.327379679
0.065304745,45,2016,0.527659574,0.366298973,0.265027322,0.103918228,0.155589124,0.395454545
0.063193322,45,2016,0.527659574,0.366298973,0.265027322,0.103918228,0.155589124,0.395454545
0.110989455,51,2017,0.557446809,0.528337771,0.326502732,0.124929018,0.30060423,0.518181818
0.212605624,55,2018,0.438297872,0.646253328,0.351092896,0.400340716,0.458710977,0.512192513
